age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
												UW	1		DO		435.8	1698	2461.3	134.1	287.7	240.2	462.208	462.201	462.331	0.13																455.4	1536.9	467.6	1417.4	483.1	1188.4	487.4	1080.8	504.7	1060	6
												ER	0		AROUND		483.4	1184.3	1909	85.2	114.8	379.2	462.355	462.331	462.402	0.071																483.1	1141.8	483.8	1188.9	494.2	1240	513.3	1270.7	534.9	1291.4	6
												AW	1		AROUND		691.6	1339.4	2082.5	106.3	133.4	935.6	462.432	462.402	462.521	0.119																668.1	1349.1	730	1328.3	757.2	1327.7	748.3	1316.9	700.3	1303.5	6
												EH	1		AREA		564.9	1722	2509.2	93.8	144.3	296.7	462.828	462.771	462.942	0.171																532.7	1685.4	568.8	1723.1	577.4	1727.8	544.8	1745.2	542.3	1681	6
												AY	1		I		745.3	1631.9	3057.5	78.2	109.9	144.7	467.329	467.308	467.388	0.08								s								743.8	1592	739.9	1686.1	703	1780.4	646.3	1828.7	607.9	1842.3	4
												IH	1		DIDN'T		517.5	1838.5	2932.6	27.3	274.1	551.2	467.455	467.438	467.488	0.05																512.8	1840.1	517.5	1838.5	527.9	1845.2	537.8	1857.9	547	1873.3	4
												EH	1		GET		551.2	2061.6	2520.1	104.8	132.1	355.8	467.684	467.638	467.777	0.139																475.7	2175.3	578.4	2097.4	618.9	2061.1	575.8	2048.8	572.5	2008.1	5
												AY	1		KIND		653.7	1857.8	2369.8	54.6	387.7	1124.6	469.028	468.979	469.08	0.101								s								570.4	1805.9	627.5	1782.2	653.5	1873.3	642.8	1912	618.9	1840.5	5
												AH	0		GOOD		489.3	1627.1	2516.7	49.1	318	214.3	469.363	469.33	469.43	0.1																453.1	1583.4	494.9	1634	525.1	1676	514.3	1682.6	463.1	1702.2	5
												AO	1		STORY		600.5	1348.5	2636.9	168.7	711.6	500.9	469.692	469.649	469.779	0.13																567.5	1496.5	600	1339.6	593.5	1278.9	586.6	1422.8	590.1	1707.7	4
												IY	0		STORY		510.6	2018	2935.9	118.5	216.7	587.6	469.93	469.86	470.07	0.21																525.1	1931.3	508.1	2024.5	505.2	1999.1	504.9	1972.9	500.8	1942.5	4
												IH	1		DIDN'T		439.6	1739.9	2673.6	99.4	367.6	243.2	470.293	470.27	470.339	0.069																431.3	1810	442.7	1740.8	464.5	1730	469.5	1735.5	476.8	1728.7	5
												AE	1		ACTUALLY		625.5	2045	2770	116.5	151.6	510.4	470.453	470.42	470.52	0.1																621.4	2035.4	625	2043.5	607.6	2030.7	582.8	2015.7	573.1	2035	4
												IY	0		ACTUALLY		413.9	1795.1	2721	269.5	182.5	136.3	470.703	470.68	470.75	0.07																444	1732.7	410.2	1801.1	367.4	1832.8	346.4	1761.6	337.9	1510.1	6
												AE	1		BAG		628	1886.6	2682.1	68.2	167	291.1	470.967	470.89	471.12	0.23																583.2	1949.2	636.7	1885.2	682.6	1914.3	679.4	1936.1	627.3	2043	4
												IH	1		IT		514.3	2054.1	2597.6	86.4	235.6	161.7	471.203	471.16	471.29	0.13																484.1	2152.1	516.5	2046.7	537	2020.7	543.6	1927.7	537.3	1749.8	5
												AH	0		IT		560.7	1734.4	3134.6	54.5	100.5	734.6	473.246	473.226	473.286	0.06																565	1771.9	559.8	1728.1	544.4	1661.7	519.7	1589.2	497.7	1506.1	4
												AA	1		ODD		858	1390	3338.9	71.1	225.4	390.3	473.686	473.606	473.846	0.24																851.3	1465.4	858	1376.7	869.3	1388.4	852.1	1486.5	715	1638.2	4
												IY	1		MEETING		435.6	2280.1	2906.3	124.1	177.3	386.3	474.049	474.006	474.136	0.13																436.7	2285.1	435.7	2278.7	433.3	2263.5	430.9	2200.9	430.2	2174	4
												IH	0		MEETING		576.6	1953.7	2765.4	103.5	88.3	322.1	474.192	474.175	474.226	0.051																556.7	1955.7	580.3	1953	597.9	1946.9	607.9	1946.4	614	1949.4	5
												AO	1		MORNING		599.4	825.2	2199	108	286	828.8	475.676	475.646	475.736	0.09																578.8	814.1	601.3	829.1	627.3	883.2	645.5	970.9	616.2	1064.3	6
												AH	1		HUNT		657.6	1107.8	2247.3	275.1	224.6	407.2	476.009	475.966	476.096	0.13																675.4	1134.4	657.1	1110.5	682.1	1167.2	714.7	1309.4	648.4	1429.5	6
												EH	1		SET		591.8	1567.4	3069.2	40.9	183.3	746.9	478.698	478.675	478.745	0.07																564.4	1576	594.1	1568.8	601.3	1586.8	592.3	1586	572.4	1573.9	4
												AH	1		UP		677.9	1439.6	2772.7	81.7	188.6	251.7	478.805	478.775	478.865	0.09																637.5	1478	682.7	1432	705.3	1393.1	702.6	1344.7	658.2	1268.6	4
												AO	1		FOUR		487.6	757.8	2629.3	115.4	188.8	392.3	479.231	479.194	479.304	0.11																497.6	776.8	486.9	762.9	495.8	844.9	512.8	923.4	542.9	1031.2	5
												AH	1		HUNTERS		741.4	1172.4	2094.5	121.4	99.2	441.8	479.488	479.465	479.535	0.07																742.8	1156.3	741.1	1178.5	729.5	1230.1	708.6	1265.8	672.5	1327.8	6
												ER	0		HUNTERS		497.6	1863.2	2391.1	152.2	195.8	1238.7	479.684	479.624	479.805	0.181																511.4	1741.3	494.6	1870.2	472	1811.2	467.8	1930.8	477	2009	4
												AH	1		HUNDRED		723	1366.4	2824.9	84.5	130.8	356.2	480.228	480.205	480.275	0.07																760	1319.1	719.4	1372.3	658.1	1441	588.5	1524.2	484	1632.1	5
												IH	1		FIFTY		476.8	1757.3	2545.5	38.9	316.1	113.4	480.522	480.495	480.575	0.08																445.7	1737.4	477.8	1759	497.8	1769	518.6	1764.9	514.6	1732.3	6
												IY	0		FIFTY		411.8	2583.9	2828.3	218.6	663.3	678.3	480.702	480.675	480.755	0.08																420.6	2684.3	411.3	2568.4	396.9	2406	386.5	2325.4	391.5	2381.1	4
												AA	1		YARDS		589.9	1530.8	2570	40.9	260.4	209.4	480.805	480.785	480.845	0.06																567.7	1512.3	592.7	1534	616	1551.3	626.8	1541.9	622.2	1550.8	5
												AA	1		APART		647.3	1118.5	2542	50.2	86.9	135.1	481.172	481.135	481.245	0.11																633.2	1092.2	648.3	1120.9	666.6	1186.9	665.3	1280.5	651.2	1394.1	5
												AE	1		AND		686.1	1603.4	2963.6	126.5	178.8	686.8	481.773	481.743	481.833	0.09																614.3	1556	688.4	1610.6	692.1	1641.2	706.5	1646.5	702.6	1633.4	5
												EH	1		THEN		737.2	1734.9	3009.2	54.9	81.4	542.1	481.95	481.923	482.003	0.08																731.7	1713.8	737.5	1736.4	742.4	1743	743.4	1735.4	736.1	1718.7	4
												AW	1		ABOUT		677.9	1217.7	2663.8	39.1	75.2	351.6	482.155	482.133	482.223	0.09																666.5	1209.9	691.4	1237.4	694	1253.9	696.6	1262.5	689.4	1277.7	5
												AY	1		MILE		774.5	1265.9	2138.3	50.1	70.8	2354	482.409	482.393	482.493	0.1								s								772.4	1211.4	774.4	1281.6	774.1	1324.9	776.5	1374.3	771.3	1351.6	6
												AE	1		HALF		766	1816.5	2947.1	47.4	135.2	278.7	482.763	482.733	482.823	0.09																765.8	1844.9	765.9	1813.6	766.5	1780.3	766.5	1733.9	725.5	1635	4
												EY	1		AWAY		605.4	1721.3	2489.2	55.5	72.9	135.4	483.108	483.073	483.253	0.18																605.4	1725.5	584.6	1819.4	538.3	1886.2	479.1	1917.9	476.9	1646.4	6
												AW	1		ABOUT		675.5	1215.6	2646	56	54.5	220.1	484.239	484.227	484.317	0.09																685.9	1226.8	693.3	1240.8	684	1248.1	677.2	1278.5	658.6	1336.2	5
												EH	1		SEVEN		632.6	1626	2870.3	31.4	254.8	1171.4	484.774	484.747	484.827	0.08																602.7	1595.1	630.8	1590.4	658.5	1253.3	667.6	942.9	654.4	1028.7	6
												AH	1		HUNTERS		746.3	1235.9	2918.1	108.6	135.8	814.2	485.004	484.977	485.057	0.08																736	1261.4	746.9	1234.7	755.1	1259.3	750.1	1309.2	734.2	1367.7	5
												ER	0		HUNTERS		548.3	1853.8	2504.9	188.3	190	991.9	485.16	485.137	485.207	0.07																566.8	1861.4	545.1	1851.5	513.5	1848	490.4	1844.9	474.5	1848.7	4
												EY	1		THEY		544.7	1879.1	2737.1	148	88.1	290.1	485.44	485.427	485.477	0.05																544.7	1879.1	543.3	1886.7	531.5	1894.3	524.4	1853.5	535	1822.8	5
												UH	1		PUSHED		462.1	1168.2	2553	108.8	71.6	157.9	485.633	485.616	485.667	0.051																463.2	1135.5	462.1	1175.8	463.7	1219.6	473.2	1288.9	482.2	1350.8	6
												EY	1		WAY		544.2	1817.7	2567.8	44	362	222.1	486.017	485.977	486.057	0.08																540.4	1715.6	540.2	1789.9	544.2	1817.7	565.3	1792.4	605.2	1697.4	6
												AO	1		ALL		708.3	1340.7	2628.6	60.3	241.7	211.1	486.074	486.057	486.107	0.05																699.7	1395	708.3	1340.7	718.3	1257.2	719.7	1221.4	721.1	1223	6
												AW	1		DOWN		688.4	1696.9	2604.4	54.8	117.5	194.2	486.435	486.407	486.557	0.15																702.5	1685.5	764.3	1530.9	738.4	1246.2	735.1	1174.8	715.5	1283.7	6
												UW	1		TO		518.7	1857.4	2958.8	458.9	247.6	310.6	486.654	486.647	486.767	0.12																545.6	1690	439.8	1110.8	474.9	971.2	478.9	987.8	522.8	1024.9	5
												AH	1		US		640.3	1242.4	2619.7	60.1	121	140.2	486.797	486.767	486.857	0.09																625.7	1193.7	642.6	1252.1	647.5	1314.8	637.3	1374.5	626.4	1443.4	6
												AO	1		SORTA		519.1	1096.3	2235.8	52.3	278.2	686.3	487.724	487.704	487.764	0.06																489.2	1162.4	522	1100.5	536.1	1138.6	531.7	1176.3	521.4	1231	6
												UH	1		PUSH		497.5	1184.4	2648.4	108.5	109.8	111.5	488.004	487.984	488.044	0.06																491.3	1102.5	498.7	1195.7	510.6	1302.1	517.3	1425.5	503.3	1519.3	5
												AE	1		ANIMALS		619.2	2023.6	2725.9	143.2	155.2	190.3	488.213	488.173	488.293	0.12																538.6	2028.8	627.2	2018.8	661.2	1959.2	700.6	1860.1	718.3	1750	6
												AE	1		THAT		676.4	1798.3	2738.2	62.8	195.2	220.6	488.65	488.604	488.743	0.139																650.4	1815.4	676.5	1793.2	687.6	1750.7	697.2	1669.9	665.8	1488.8	5
												EY	1		WAY		602.5	1621.9	2691.9	99.4	182.6	359.9	488.877	488.864	488.974	0.11																596.9	1671.9	557.3	1697.2	536.7	1826.8	537.5	1933.4	542.8	1874.6	5
												IY	1		PEOPLE		417.3	2276.9	2593.9	146.4	447.6	296.1	490.602	490.572	490.662	0.09																424.3	2280.5	416	2268.3	402.1	2113.4	399.2	1794	402.2	1447.5	5
												EY	1		MAY		565.2	1893.9	2508.1	121.7	221.6	442.3	490.834	490.822	490.902	0.08																565	1915.6	563.5	1948	555.6	1963.2	539.5	1975.8	537.8	1946.8	5
												AA	1		NOT		744.4	1657.9	2762	118.2	117.5	863.6	490.989	490.952	491.062	0.11																720.2	1700.6	746.1	1655.1	781.6	1642	776.5	1642	728.6	1602.5	5
												AH	0		AGREE		488	1542.5	2550.1	111.7	270.8	479	491.122	491.102	491.162	0.06																513.2	1595.3	484.8	1535.5	455.9	1464.6	431.4	1402.2	382.7	1377.7	5
												IY	1		AGREE		402.3	1939	2643.2	166.7	191.9	162.8	491.298	491.261	491.371	0.11																381.4	1877.5	405.1	1941.2	423.7	1936.8	447.9	1856.1	485.3	1646.6	5
												AH	0		WITH		455.7	1400	2581.6	224.1	230.5	165.7	491.418	491.401	491.452	0.051																453.1	1377.8	456.3	1406	458.5	1454.3	493.3	1532.8	567.6	1655.8	6
												AH	1		BUT		550.2	1275.1	2658.5	155.8	159.5	243.6	491.662	491.642	491.702	0.06																520.2	1232.6	554.7	1282.1	591.3	1347	606.4	1409.1	609.5	1459	6
												EY	1		THEY		374.2	1924.8	2697.1	358.7	475.4	127.6	492.095	492.071	492.132	0.061																374.2	1924.8	365.8	1927.1	354.9	1917.6	368.6	1887.3	372.4	1776.7	5
												IY	0		USUALLY		553.1	1737.1	2700.8	256.9	199.7	195.7	492.412	492.382	492.472	0.09																551.9	1719.4	554.9	1735.8	544.8	1753.8	429.8	1689.2	491.3	1514	6
												IH	1		IT'S		506.4	1674.4	2741.2	102	398.1	432.2	494.254	494.227	494.307	0.08																482.5	1800.3	508.3	1669.1	506.9	1704.4	488.8	1831.4	466.7	1788.6	5
												EH	2		GUARANTEED		515.5	2077	2664.1	86.8	161.5	181.3	494.53	494.497	494.597	0.1																482.7	2095.8	521.7	2069.3	566.5	1939.7	610.6	1802.7	623.4	1758.5	5
												EY	1		WAY		502.5	1799	2684.3	79.2	252.2	216.6	494.976	494.946	495.007	0.061																498.3	1752.7	501.2	1777.2	502.5	1799	508.1	1872.2	513.9	1918.3	5
												IH	0		TO		464.8	1905.4	2635.6	202	219.1	535.2	495.073	495.056	495.107	0.051																472.5	1881	462.8	1912	448.7	1957.3	428.3	1964.3	414.6	1914.1	5
												IH	1		GET		482.4	2009.7	2525.6	167.4	262.2	313.3	495.184	495.157	495.237	0.08																429.3	1825.4	485.9	2007.6	504.1	1942.5	499.7	1873.9	491.1	1819.2	5
												AE	1		AN		634.1	1838.1	2695.2	205.6	138	799.3	495.393	495.366	495.447	0.081																608.6	1821.9	638	1839.5	668.6	1880.2	679.1	1924.7	672.3	1960.2	6
												AE	1		ANIMAL		627.1	2022.3	2818	98.5	200.3	472.7	495.507	495.477	495.567	0.09																617.2	2064.3	629.9	2014.5	661	1967.3	693.2	1901.5	714.4	1783.3	5
												AE	1		AND		638.2	2006.2	2743.2	133.3	130.5	268.3	496.72	496.673	496.813	0.14																593.6	2038	640.7	2003	648.2	1961.7	658.2	1890.6	664.2	1815	5
												AE	1		THAT		691.8	1883.6	2667.2	53.9	129.7	192.6	496.946	496.913	497.013	0.1																688.3	1881.4	692.6	1883.6	701.6	1885	708.5	1842.7	717.8	1759.3	5
												AO	1		MORNING		597	779	2033.9	32.8	524	688.5	497.156	497.113	497.242	0.129																569.2	693.8	597.2	788.4	628.5	796.6	646.5	820	657	962.1	6
												EY	1		THEY		544.5	1938.7	2643.1	37.8	189.5	225.8	497.514	497.502	497.632	0.13																535.5	2029.5	531.9	2059.3	521.3	2085.5	493.4	2109.9	513.8	2136.8	5
												AE	1		HAD		600.7	1923.8	2721.1	54.7	180	334.6	497.726	497.703	497.773	0.07																596.2	1904.7	601.2	1926.4	597.4	1937.8	573.3	1899.5	532.8	1848.8	5
												EH	1		BEAR		568.1	1989.5	2687.4	65.8	92.4	426.1	498.406	498.373	498.473	0.1																565.2	2006.9	568.5	1984.3	578.7	1944.3	590.8	1898.9	593.4	1853.7	4
												AW	1		OUT		807.1	1535.9	2917.8	77.8	179.7	355.3	498.607	498.592	498.693	0.101																820.7	1529.5	828.8	1558.8	819.9	1576.5	758.8	1593.7	625.6	1591.3	4
												EH	1		DEN		654.1	1912.2	2875.5	94.4	203.2	287.6	499.153	499.103	499.253	0.15																557	1952.4	663.7	1909.4	735.8	1786.6	741.8	1747	735.6	1754.5	4
												AE	1		AND		664.4	2028.8	2847.8	170.3	124.5	394.9	500.36	500.32	500.44	0.12																626.9	2028.2	667.5	2025	690.1	1969.1	706.9	1963.1	694.2	1932.6	4
												AY	1		I		815.7	1766	2531.7	51.1	118.5	336.5	500.533	500.49	500.62	0.13								m								795.1	1767.5	815.5	1761.9	787.7	1822.6	710.8	1866.5	595.1	1888.5	5
												IH	1		DIDN'T		494.3	2211.9	2982.5	149.9	136.2	418.8	500.67	500.64	500.73	0.09																474.9	2182.2	497.6	2215	515.8	2212.2	529.8	2176.8	542	2059.9	4
												AY	2		REALIZE		662.3	1465.8	2685	40.9	134.4	230	501.175	501.13	501.279	0.149																652.6	1323.5	659.2	1531.1	635.7	1691	624.2	1781	537.4	1803.6	5
												AH	1		COMING		734.6	1252.6	2501.3	96.7	417.8	605.3	501.646	501.62	501.699	0.079																691.5	1244.7	745.2	1259.4	770.5	1287.5	747.8	1263.3	703.3	1259.1	5
												AW	1		ABOUT		665.3	1360	2640.8	44	117.3	269.7	502.415	502.39	502.56	0.17																680.5	1354.3	701.9	1322.4	678.2	1229.5	645.6	1176.8	631	1104.5	5
												ER	1		THIRTY		495.5	1757	4335.9	127.1	110	1013.8	502.844	502.807	502.918	0.111																504.4	1843.3	494.6	1753.3	486.7	1740.6	478.4	1761.2	479.6	1759.7	3
												IY	0		THIRTY		424.3	2052.8	3077.5	144.5	99.9	429.1	502.961	502.938	503.008	0.07																436	2010.3	423	2057.4	420.9	2093.3	420.7	2135.2	424.2	2181.1	4
												EY	1		AWAY		556.8	1730.7	2419.2	55.5	240.5	208.9	503.4	503.387	503.477	0.09																544.1	1788.8	503.5	1904.4	469	1937.8	458.5	1931.9	457.1	1890.5	5
												ER	0		FROM		499.4	1482.2	3689.8	135.2	218	593.3	503.601	503.578	503.648	0.07																496.6	1478.1	499.9	1486	500.3	1524.2	493.7	1591.3	506	1782.4	4
												AE	1		AND		492.5	2157.8	2858.5	108.2	88	146.8	503.797	503.757	503.878	0.121																484.5	2149.6	493.8	2155.2	505.2	2105.3	517.2	2044.6	529	1995.1	4
												AY	1		I		670.9	1812.1	2488.6	48.2	125.4	370.9	503.95	503.937	504.028	0.091								m								669.2	1820.5	642.4	1844.4	596.5	1866.9	546.7	1881.2	515.9	1897.1	5
												ER	0		AROUND		521.7	1632	2865.2	139.1	50.5	653.3	504.234	504.187	504.328	0.141																498.1	1663.5	522.7	1628	518.4	1571.6	523.5	1533.7	562.5	1533.6	4
												AW	1		AROUND		670.7	1472.4	2354.5	78.9	122.7	294.8	504.357	504.328	504.508	0.18																694.6	1464.9	744.7	1379.6	711.9	1261	660	1199.9	617.4	1193.3	5
												UW	1		HUGE		403.2	1473.6	2403.1	110.6	364.4	330.8	505.035	504.998	505.108	0.11																393.5	1530.6	403.8	1473.5	394.9	1536.2	388.1	1675.3	420.5	1684.1	6
												AE	1		BLACK		741.7	1738	2637	60.9	85.9	260.6	505.381	505.348	505.448	0.1																736.2	1695.6	743.1	1745.2	730.5	1775.3	666.6	1823	630.6	1845.4	5
												EH	1		BEAR		495.8	1800.7	2439.6	96.2	123.3	549.5	505.638	505.608	505.698	0.09																505.7	1786.4	494.6	1801.8	484.4	1790.2	486.1	1765.1	488.8	1767.6	5
												AH	0		JUST		454.1	1691	2986.1	71.3	294.1	205.6	505.848	505.828	505.888	0.06																458.9	1745.3	453.6	1686.6	452.5	1641.7	696.5	1924.2	941.1	2310.5	4
												UH	1		LOOKING		472.4	1288.7	2586.8	96.8	155.6	237.1	506.065	506.048	506.098	0.05																485.4	1285.7	472.4	1288.7	452.1	1331.2	446	1394.9	440.5	1450.2	6
												AE	1		AT		633.9	1925.6	2604.5	133.3	170.3	742.7	506.278	506.218	506.398	0.18																635.2	1890.9	628.4	1930.7	610	1931.5	604	1902.6	582.5	1822.2	5
												IY	1		ME		491.9	2155.1	2789.3	140.8	172.3	319.8	506.515	506.468	506.608	0.14																508.8	2129.1	488.9	2153.7	473.3	2135.8	471.7	2133.9	477.7	2112.8	5
												AE	1		AND		559.5	1984.6	2722.1	95.7	151.8	262.5	506.628	506.608	506.668	0.06																548.3	2037.3	561.2	1978.2	572	1927.5	576.9	1881.9	580.9	1844.7	5
												AY	1		I		854.9	1546.5	2442.2	73.3	208.3	696.8	507.627	507.588	507.728	0.14																851.2	1516.8	841.1	1612.5	767.9	1740.8	628.1	1844.6	557.4	1911.4	6
												IY	1		SCREAMED		486.4	1995.5	2651.2	155.5	262.1	203.2	508.011	507.978	508.077	0.099																500.4	1928.2	484.4	2000	483.4	2021.5	473.9	2039	467.3	2043.3	4
												AE	1		AT		624.8	2129.2	4327.5	162.3	287.3	2729.3	508.21	508.177	508.277	0.1																591.8	2097.7	625.9	2132.7	625.6	2153.8	632.2	2158.7	627.9	2176.6	3
												IH	1		IT		556.1	1814.2	2768.9	117	114.4	339.2	508.377	508.317	508.498	0.181																566.1	1798	552.8	1820.9	540.2	1849.4	528.4	1828.3	524.5	1794.2	4
												AH	0		AND		566.6	1840.3	2743.9	39.7	143.9	165.3	508.615	508.598	508.648	0.05																568.9	1835.5	566.6	1840.3	565.3	1851.3	565.8	1863.3	566.8	1868.7	5
												IH	1		IT		516.4	1905.9	2503	90.4	100.1	1047.7	509.287	509.257	509.347	0.09																496.3	1952.7	518.1	1899.4	539.4	1783	553.5	1612.9	540.3	1373	6
												AH	0		THIS		514.3	1635.9	2774.7	35.3	156.3	493.1	509.667	509.647	509.707	0.06																512.1	1668.6	514.6	1631.3	516.1	1588.6	517.5	1561.1	522.1	1566.4	4
												EY	1		WAY		546.8	2002.2	4111.4	101.6	847.5	1386.8	509.909	509.877	510.017	0.14																545.3	1931.9	534.7	2232.9	532.4	2455.8	517.6	2513.3	501.1	2215.9	3
												AY	1		I		696.4	1675.4	2625.6	56.2	127.9	412.5	510.061	510.017	510.106	0.089								m								629	1712.5	669.6	1688.1	697.3	1673.7	692.7	1615.3	658.4	1497.6	5
												IY	0		THE		452.1	1942.3	2741.8	76.9	133.3	170.7	510.37	510.347	510.416	0.069																456.3	1934.3	451.8	1942.9	452.3	1941.9	467	1927.3	501.6	1891.8	4
												AH	1		OTHER		614.6	1466.3	2838.4	54	256.3	502.8	510.443	510.416	510.497	0.081																614	1562.9	614.3	1459.4	603.7	1383.2	585.9	1343.5	578.9	1392.8	4
												EY	1		WAY		604.4	1560.5	2646.3	95.3	444.5	429	510.691	510.666	510.896	0.23																592.1	1836.1	551.8	1924.3	498	2022.9	467.5	1973.2	493.4	2019.1	4
												AE	1		AND		603.1	1758.1	2464.4	80.8	164.4	610.6	510.916	510.896	510.957	0.061																585.9	1597.7	603.8	1755.7	603.7	1749.2	604.1	1747.9	592.4	1731.1	6
												AY	1		MY		645.9	1446	2567.2	92.8	194.1	1144.3	512.82	512.815	512.895	0.08								s								634.8	1533.5	605.7	1599	584	1640	561.5	1652.2	522.5	1621.3	5
												EH	1		BEST		687.8	1569.7	2620.1	82.9	177.5	387.7	513.002	512.975	513.055	0.08																644.1	1497.9	691.7	1575.1	719.4	1618.8	710.2	1605.4	700	1579.1	5
												AW	1		ENCOUNTER		694.5	1707.2	2398.1	48.9	130.1	243.2	513.315	513.275	513.435	0.16																661.3	1744.5	745	1650.3	770	1534.3	768.3	1401.4	752.4	1341.7	5
												ER	0		ENCOUNTER		611.1	1496.3	2182.9	128.1	99.5	292.6	513.504	513.474	513.565	0.091																638.3	1513.6	607.4	1495	580.2	1498.1	539.8	1522.2	511.4	1472.1	5
												AH	1		BUT		629.4	1277.5	1761.8	70.8	104.2	2412.8	513.661	513.614	513.755	0.141																606.1	1238	631.3	1279.5	655.8	1301.5	656.2	1279.6	627.4	1203.3	6
												AE	1		LAST		606.3	1793.3	3002.6	62.2	186	1625.1	514.457	514.434	514.504	0.07																610.1	1741.9	605.9	1797.8	598.9	1834.3	588.6	1884.7	571.3	1982.2	4
												AY	1		I		550.5	1806.6	2657.9	117.4	154.6	348.4	514.73	514.714	514.764	0.05								m								549.7	1814.8	547.2	1826.9	540.2	1846.4	529.8	1853.4	519.3	1871.7	4
												AE	1		HAVE		654.8	1870.7	2900	71.8	113.3	298.9	515	514.974	515.053	0.079																645.9	1902.9	658.7	1864	683.8	1827.9	697.7	1800.3	683.8	1741.9	4
												AH	1		COUPLE		657.3	1222.2	2597	60	157.7	416.3	515.257	515.234	515.303	0.069																630.2	1247.7	659.3	1220	666.1	1198.7	645.7	1154.3	600.4	1123.4	5
												IH	1		DEER		476.4	1993	2904.4	92.4	218	214.7	515.594	515.544	515.694	0.15																467.8	1916.7	477.2	2001.1	483.1	1996.7	496.2	1871	530	1790.3	4
												AY	1		I		601.1	1631	2539.8	50.3	126.8	382	515.743	515.723	515.824	0.101								s								601.1	1631	592.7	1621.6	578	1724.4	541.5	1847.9	494.1	1864.7	5
												AA	1		GOT		665.5	1575.2	2691.4	53.2	245.9	506.4	515.924	515.864	516.044	0.18																621.4	1679.6	669.5	1569.3	693	1575	687	1470.4	738.2	1421.1	5
												AH	1		ANOTHER		635.7	1185.8	2778.3	61	170.6	675.6	521.272	521.239	521.339	0.1																648.2	1253.9	632.9	1178.6	604.2	1137.2	565.8	1128.9	547.5	1245.2	5
												AH	1		US		589.9	1289.3	3128.3	50.1	381.8	556.7	521.725	521.698	521.779	0.081																584.6	1199	590.1	1298.3	584.4	1381.5	564.2	1507.2	543.4	1644.4	4
												AE	1		HAD		552	1627.6	2605.8	36.6	203.2	127.5	521.985	521.968	522.019	0.051																552.6	1621.7	551.6	1628.8	544.4	1636.5	533.1	1637.7	518.3	1636.1	6
												AE	1		AN		726.2	1479.3	2634.3	92.2	267	1739.6	522.309	522.279	522.368	0.089																701	1621.1	729	1468.2	760.8	1341.8	759	1225.7	739.2	1146.5	5
												EH	1		BEAR		563.6	1732.3	2398.3	66.4	88.4	254.9	522.892	522.849	522.979	0.13																562.6	1715.3	564.6	1732.7	568	1739.6	567.1	1747.6	571.3	1747.7	5
												AE	1		AND		596	1734.4	2083	115.2	161.5	591.5	523.049	523.009	523.129	0.12																592.3	1731.4	596.4	1737.6	584.6	1733	569.9	1725.1	570	1752.5	5
												EY	1		CHANGE		540.5	2207.9	3023.9	171.6	173.8	385.3	525.691	525.665	525.735	0.07																519.1	2158.6	529.5	2182.5	540.5	2207.9	544	2216.8	532.9	2208.9	4
												AH	1		UNDERPANTS		614.4	1413.2	2643	144.4	358.9	470.7	525.965	525.945	526.004	0.059																600.7	1427.3	615.2	1412	614.8	1403.6	604	1429.4	592.5	1441.9	5
												ER	0		UNDERPANTS		459	1571.8	1987.9	79.2	91.6	269.4	526.082	526.065	526.115	0.05																449.8	1601.8	459	1571.8	462.1	1499.2	449.3	1417.3	431.8	1344.9	6
												AE	2		UNDERPANTS		559.3	2115	2703.3	141.7	219.1	390.6	526.255	526.215	526.335	0.12																538.9	2112.4	560.1	2107.5	573.5	2024.6	595	1921.7	594.3	1834.2	5
												AW	1		ENCOUNTER		746.3	1750.2	2590	101.9	297.3	345.6	527.659	527.631	527.781	0.15																748.8	1732	795.5	1558.8	754.5	1390.1	690.8	1337.1	658.6	1412	5
												ER	0		ENCOUNTER		539.3	1483.6	1839	58.2	144	170	527.851	527.811	527.931	0.12																523.9	1509.9	539.6	1482.7	533.7	1503.1	521.8	1620.3	492.5	1694.8	6
												OW	1		CLOSER		570.2	1071.4	2947.5	296.7	207	226.3	528.57	528.563	528.663	0.1																561.5	1069.2	539.1	1075.7	501.9	1182.5	475.5	1328.9	473.3	1428.7	4
												AY	1		I		792.1	1541.6	1945.1	92.7	131.6	2857.7	528.982	528.943	529.113	0.17								s								791.2	1542.2	774.8	1449.8	733.8	1641.4	671.2	1632.4	605.4	1385.9	6
												AE	1		BLACK		670.2	1624.2	2672.2	50.3	135.2	254.3	529.726	529.703	529.773	0.07																687.3	1601.6	667.2	1626.8	635.6	1650.3	612.9	1686	589	1720.5	5
												EH	1		BEAR		533.7	1581.5	2335.2	96.7	334.1	391.4	529.943	529.923	529.983	0.06																521.1	1581.2	535.1	1582.6	545.3	1606.7	550.1	1627	553.6	1652.8	5
												AA	1		GOD		670.5	1537.6	2516.4	40.9	203.3	279.9	535.555	535.498	535.668	0.17																662.5	1571.1	671.5	1535.2	664.6	1539.4	686.8	1558.1	669.8	1603.1	5
